backend,dim,dtype,solver,case,grid_size,tol,max_iter,repeat_runs,cycle,nu,omega,mg_coarse,coarse_steps,omp_num_threads,iterations,residual_l2,error_l2,error_linf,time_ms
cuda,3,double,sor,sine,111,1e-09,10000,25,,,,,,,550,8.725353e-11,2.318219e-05,6.556915e-05,40.085
cuda,3,double,sor,sine,127,1e-09,10000,25,,,,,,,600,3.872766e-10,1.77487e-05,5.020091e-05,58.473
cuda,3,double,sor,sine,143,1e-09,10000,25,,,,,,,700,1.518797e-10,1.402358e-05,3.966467e-05,94.077
cuda,3,double,sor,sine,159,1e-09,10000,25,,,,,,,750,4.845802e-10,1.135905e-05,3.212823e-05,127.161
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,1,6,2.836564e-10,4.654896e-06,9.044184e-06,0.89
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,2,6,2.836564e-10,4.654896e-06,9.044184e-06,0.751
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,4,6,2.836564e-10,4.654896e-06,9.044184e-06,0.732
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,6,6,2.836564e-10,4.654896e-06,9.044184e-06,0.766
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,8,6,2.836564e-10,4.654896e-06,9.044184e-06,0.875
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,12,6,2.836564e-10,4.654896e-06,9.044184e-06,1.858
omp,2,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,16,6,2.836564e-10,4.654896e-06,9.044184e-06,2.055
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,1,7,1.562418e-11,1.163837e-06,2.262062e-06,4.052
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,2,7,1.562418e-11,1.163837e-06,2.262062e-06,2.504
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,4,7,1.562418e-11,1.163837e-06,2.262062e-06,1.986
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,6,7,1.562418e-11,1.163837e-06,2.262062e-06,1.845
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,8,7,1.562418e-11,1.163837e-06,2.262062e-06,2.399
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,12,7,1.562418e-11,1.163837e-06,2.262062e-06,3.829
omp,2,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,16,7,1.562418e-11,1.163837e-06,2.262062e-06,3.891
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,1,7,5.340446e-11,2.909662e-07,5.655295e-07,16.653
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,2,7,5.340446e-11,2.909662e-07,5.655295e-07,9.14
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,4,7,5.340446e-11,2.909662e-07,5.655295e-07,6.176
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,6,7,5.340446e-11,2.909662e-07,5.655295e-07,5.746
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,8,7,5.340446e-11,2.909662e-07,5.655295e-07,5.528
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,12,7,5.340446e-11,2.909662e-07,5.655295e-07,10.01
omp,2,double,mg,cosine,511,1e-09,150,5,v,3,1.25,exact,,16,7,5.340446e-11,2.909662e-07,5.655295e-07,8.429
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,1,7,1.646085e-10,7.274198e-08,1.413846e-07,85.818
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,2,7,1.646085e-10,7.274198e-08,1.413846e-07,44.659
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,4,7,1.646085e-10,7.274198e-08,1.413846e-07,25.56
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,6,7,1.646085e-10,7.274198e-08,1.413846e-07,20.037
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,8,7,1.646085e-10,7.274198e-08,1.413846e-07,24.784
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,12,7,1.646085e-10,7.274198e-08,1.413846e-07,24.24
omp,2,double,mg,cosine,1023,1e-09,150,5,v,3,1.25,exact,,16,7,1.646085e-10,7.274198e-08,1.413846e-07,27.525
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,1,7,4.872708e-10,1.81855e-08,3.534621e-08,531.989
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,2,7,4.872708e-10,1.81855e-08,3.534621e-08,353.971
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,4,7,4.872708e-10,1.81855e-08,3.534621e-08,275.061
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,6,7,4.872708e-10,1.81855e-08,3.534621e-08,223.09
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,8,7,4.872708e-10,1.81855e-08,3.534621e-08,243.046
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,12,7,4.872708e-10,1.81855e-08,3.534621e-08,236.123
omp,2,double,mg,cosine,2047,1e-09,150,5,v,3,1.25,exact,,16,7,4.872708e-10,1.81855e-08,3.534621e-08,240.976
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,1,8,3.896009e-10,4.546405e-09,8.836565e-09,2684.443
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,2,8,3.896009e-10,4.546405e-09,8.836565e-09,1811.022
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,4,8,3.896009e-10,4.546405e-09,8.836565e-09,1471.032
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,6,8,3.896009e-10,4.546405e-09,8.836565e-09,1481.218
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,8,8,3.896009e-10,4.546405e-09,8.836565e-09,1441.262
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,12,8,3.896009e-10,4.546405e-09,8.836565e-09,1453.337
omp,2,double,mg,cosine,4095,1e-09,150,5,v,3,1.25,exact,,16,8,3.896009e-10,4.546405e-09,8.836565e-09,1453.998
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,1,4,1.980995e-10,2.510045e-05,5.02009e-05,0.617
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,2,4,1.980995e-10,2.510045e-05,5.02009e-05,0.571
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,4,4,1.980995e-10,2.510045e-05,5.02009e-05,0.51
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,6,4,1.980995e-10,2.510045e-05,5.02009e-05,0.568
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,8,4,1.980995e-10,2.510045e-05,5.02009e-05,0.6
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,12,4,1.980995e-10,2.510045e-05,5.02009e-05,1.589
omp,2,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,16,4,1.980995e-10,2.510045e-05,5.02009e-05,1.481
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,1,4,2.403329e-10,6.274967e-06,1.254993e-05,2.323
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,2,4,2.403329e-10,6.274967e-06,1.254993e-05,1.508
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,4,4,2.403329e-10,6.274967e-06,1.254993e-05,1.255
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,6,4,2.403329e-10,6.274967e-06,1.254993e-05,1.212
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,8,4,2.403329e-10,6.274967e-06,1.254993e-05,1.277
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,12,4,2.403329e-10,6.274967e-06,1.254993e-05,2.096
omp,2,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,16,4,2.403329e-10,6.274967e-06,1.254993e-05,2.554
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,1,4,2.615459e-10,1.568728e-06,3.137453e-06,9.867
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,2,4,2.615459e-10,1.568728e-06,3.137453e-06,5.793
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,4,4,2.615459e-10,1.568728e-06,3.137453e-06,4.365
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,6,4,2.615459e-10,1.568728e-06,3.137453e-06,3.37
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,8,4,2.615459e-10,1.568728e-06,3.137453e-06,5.72
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,12,4,2.615459e-10,1.568728e-06,3.137453e-06,5.671
omp,2,double,mg,sine,511,1e-09,150,5,v,3,1.25,exact,,16,4,2.615459e-10,1.568728e-06,3.137453e-06,5.572
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,1,4,2.727351e-10,3.92177e-07,7.8435e-07,45.479
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,2,4,2.727351e-10,3.92177e-07,7.8435e-07,30.921
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,4,4,2.727351e-10,3.92177e-07,7.8435e-07,15.844
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,6,4,2.727351e-10,3.92177e-07,7.8435e-07,13.487
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,8,4,2.727351e-10,3.92177e-07,7.8435e-07,15.331
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,12,4,2.727351e-10,3.92177e-07,7.8435e-07,14.254
omp,2,double,mg,sine,1023,1e-09,150,5,v,3,1.25,exact,,16,4,2.727351e-10,3.92177e-07,7.8435e-07,16.557
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,1,4,2.986698e-10,9.803965e-08,1.960754e-07,317.877
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,2,4,2.986698e-10,9.803965e-08,1.960754e-07,221.92
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,4,4,2.986698e-10,9.803965e-08,1.960754e-07,159.756
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,6,4,2.986698e-10,9.803965e-08,1.960754e-07,164.824
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,8,4,2.986698e-10,9.803965e-08,1.960754e-07,141.129
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,12,4,2.986698e-10,9.803965e-08,1.960754e-07,139.589
omp,2,double,mg,sine,2047,1e-09,150,5,v,3,1.25,exact,,16,4,2.986698e-10,9.803965e-08,1.960754e-07,135.552
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,1,4,5.092777e-10,2.450541e-08,4.900693e-08,1371.954
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,2,4,5.092777e-10,2.450541e-08,4.900693e-08,933.504
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,4,4,5.092777e-10,2.450541e-08,4.900693e-08,761.005
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,6,4,5.092777e-10,2.450541e-08,4.900693e-08,743.867
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,8,4,5.092777e-10,2.450541e-08,4.900693e-08,739.578
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,12,4,5.092777e-10,2.450541e-08,4.900693e-08,746.293
omp,2,double,mg,sine,4095,1e-09,150,5,v,3,1.25,exact,,16,4,5.092777e-10,2.450541e-08,4.900693e-08,763.188
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,1,4,5.092777e-10,2.450541e-08,4.900693e-08,1346.555
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,2,4,5.092777e-10,2.450541e-08,4.900693e-08,915.079
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,4,4,5.092777e-10,2.450541e-08,4.900693e-08,751.885
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,6,4,5.092777e-10,2.450541e-08,4.900693e-08,718.813
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,8,4,5.092777e-10,2.450541e-08,4.900693e-08,714.768
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,12,4,5.092777e-10,2.450541e-08,4.900693e-08,728.08
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,exact,,16,4,5.092777e-10,2.450541e-08,4.900693e-08,743.609
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,1,4,5.091152e-10,2.45054e-08,4.900694e-08,1365.4
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,2,4,5.091152e-10,2.45054e-08,4.900694e-08,921.792
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,4,4,5.091152e-10,2.45054e-08,4.900694e-08,742.276
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,6,4,5.091152e-10,2.45054e-08,4.900694e-08,722.168
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,8,4,5.091152e-10,2.45054e-08,4.900694e-08,736.968
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,12,4,5.091152e-10,2.45054e-08,4.900694e-08,729.496
omp,2,double,mg,sine,4095,1e-09,150,10,v,3,1.25,sor,,16,4,5.091152e-10,2.45054e-08,4.900694e-08,744.151
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,1,3,7.803588e-10,2.451015e-08,4.902105e-08,1333.003
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,2,3,7.803588e-10,2.451015e-08,4.902105e-08,913.488
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,4,3,7.803588e-10,2.451015e-08,4.902105e-08,747.616
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,6,3,7.803588e-10,2.451015e-08,4.902105e-08,736.643
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,8,3,7.803588e-10,2.451015e-08,4.902105e-08,726.03
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,12,3,7.803588e-10,2.451015e-08,4.902105e-08,743.372
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,exact,,16,3,7.803588e-10,2.451015e-08,4.902105e-08,785.624
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,1,3,7.801309e-10,2.451013e-08,4.9021e-08,1351.136
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,2,3,7.801309e-10,2.451013e-08,4.9021e-08,940.114
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,4,3,7.801309e-10,2.451013e-08,4.9021e-08,784.187
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,6,3,7.801309e-10,2.451013e-08,4.9021e-08,769.708
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,8,3,7.801309e-10,2.451013e-08,4.9021e-08,772.52
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,12,3,7.801309e-10,2.451013e-08,4.9021e-08,807.541
omp,2,double,mg,sine,4095,1e-09,150,10,w,3,1.25,sor,,16,3,7.801309e-10,2.451013e-08,4.9021e-08,862.094
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,1,10000,0.00871095,1.754679e-06,3.510638e-06,425812.49
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,2,10000,0.00871095,1.754679e-06,3.510638e-06,240773.432
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,4,10000,0.00871095,1.754679e-06,3.510638e-06,164900.349
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,6,10000,0.00871095,1.754679e-06,3.510638e-06,148478.266
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,8,10000,0.00871095,1.754679e-06,3.510638e-06,153355.669
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,12,10000,0.00871095,1.754679e-06,3.510638e-06,153469.958
omp,2,double,sor,sine,4095,1e-09,10000,10,,,,,,16,10000,0.00871095,1.754679e-06,3.510638e-06,181435.453
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,1,6,4.450806e-10,4.638967e-05,0.0001265026,2.434
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,2,6,4.450806e-10,4.638967e-05,0.0001265026,1.505
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,4,6,4.450806e-10,4.638967e-05,0.0001265026,1.19
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,6,6,4.450806e-10,4.638967e-05,0.0001265026,1.029
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,8,6,4.450806e-10,4.638967e-05,0.0001265026,1.025
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,12,6,4.450806e-10,4.638967e-05,0.0001265026,2.972
omp,3,double,mg,cosine,31,1e-09,150,5,v,3,1.25,exact,,16,6,4.450806e-10,4.638967e-05,0.0001265026,2.252
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,1,7,2.447558e-11,1.164109e-05,3.174501e-05,22.254
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,2,7,2.447558e-11,1.164109e-05,3.174501e-05,12.432
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,4,7,2.447558e-11,1.164109e-05,3.174501e-05,7.766
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,6,7,2.447558e-11,1.164109e-05,3.174501e-05,7.272
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,8,7,2.447558e-11,1.164109e-05,3.174501e-05,11.494
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,12,7,2.447558e-11,1.164109e-05,3.174501e-05,9.558
omp,3,double,mg,cosine,63,1e-09,150,5,v,3,1.25,exact,,16,7,2.447558e-11,1.164109e-05,3.174501e-05,8.842
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,1,7,3.296255e-11,2.912975e-06,7.951025e-06,229.65
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,2,7,3.296255e-11,2.912975e-06,7.951025e-06,133.981
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,4,7,3.296255e-11,2.912975e-06,7.951025e-06,80.568
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,6,7,3.296255e-11,2.912975e-06,7.951025e-06,61.156
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,8,7,3.296255e-11,2.912975e-06,7.951025e-06,56.027
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,12,7,3.296255e-11,2.912975e-06,7.951025e-06,56.251
omp,3,double,mg,cosine,127,1e-09,150,5,v,3,1.25,exact,,16,7,3.296255e-11,2.912975e-06,7.951025e-06,57.279
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,1,7,3.916798e-11,7.284113e-07,1.988774e-06,2282.067
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,2,7,3.916798e-11,7.284113e-07,1.988774e-06,1458.117
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,4,7,3.916798e-11,7.284113e-07,1.988774e-06,1133.012
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,6,7,3.916798e-11,7.284113e-07,1.988774e-06,1041.384
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,8,7,3.916798e-11,7.284113e-07,1.988774e-06,1096.582
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,12,7,3.916798e-11,7.284113e-07,1.988774e-06,1125.875
omp,3,double,mg,cosine,255,1e-09,150,5,v,3,1.25,exact,,16,7,3.916798e-11,7.284113e-07,1.988774e-06,1199.464
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,1,6,3.866365e-10,0.0002841075,0.0008035775,2.462
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,2,6,3.866365e-10,0.0002841075,0.0008035775,1.507
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,4,6,3.866365e-10,0.0002841075,0.0008035775,1.104
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,6,6,3.866365e-10,0.0002841075,0.0008035775,1.013
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,8,6,3.866365e-10,0.0002841075,0.0008035775,2.749
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,12,6,3.866365e-10,0.0002841075,0.0008035775,2.116
omp,3,double,mg,sine,31,1e-09,150,5,v,3,1.25,exact,,16,6,3.866365e-10,0.0002841075,0.0008035775,2.008
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,1,6,4.72582e-10,7.100115e-05,0.0002008216,19.098
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,2,6,4.72582e-10,7.100115e-05,0.0002008216,10.153
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,4,6,4.72582e-10,7.100115e-05,0.0002008216,6.692
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,6,6,4.72582e-10,7.100115e-05,0.0002008216,6.043
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,8,6,4.72582e-10,7.100115e-05,0.0002008216,7.328
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,12,6,4.72582e-10,7.100115e-05,0.0002008216,10.054
omp,3,double,mg,sine,63,1e-09,150,5,v,3,1.25,exact,,16,6,4.72582e-10,7.100115e-05,0.0002008216,7.222
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,1,6,4.964209e-10,1.774862e-05,5.020067e-05,200.912
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,2,6,4.964209e-10,1.774862e-05,5.020067e-05,112.403
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,4,6,4.964209e-10,1.774862e-05,5.020067e-05,68.86
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,6,6,4.964209e-10,1.774862e-05,5.020067e-05,57.535
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,8,6,4.964209e-10,1.774862e-05,5.020067e-05,51.374
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,12,6,4.964209e-10,1.774862e-05,5.020067e-05,58.706
omp,3,double,mg,sine,127,1e-09,150,5,v,3,1.25,exact,,16,6,4.964209e-10,1.774862e-05,5.020067e-05,73.459
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,1,6,5.019083e-10,4.436989e-06,1.25497e-05,1976.211
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,2,6,5.019083e-10,4.436989e-06,1.25497e-05,1266.053
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,4,6,5.019083e-10,4.436989e-06,1.25497e-05,998.036
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,6,6,5.019083e-10,4.436989e-06,1.25497e-05,961.758
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,8,6,5.019083e-10,4.436989e-06,1.25497e-05,960.268
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,12,6,5.019083e-10,4.436989e-06,1.25497e-05,954.875
omp,3,double,mg,sine,255,1e-09,150,5,v,3,1.25,exact,,16,6,5.019083e-10,4.436989e-06,1.25497e-05,1018.769
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,1,6,3.900846e-10,1.971958e-06,5.577539e-06,7458.497
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,2,6,3.900846e-10,1.971958e-06,5.577539e-06,4438.952
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,4,6,3.900846e-10,1.971958e-06,5.577539e-06,3538.914
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,6,6,3.900846e-10,1.971958e-06,5.577539e-06,3461.436
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,8,6,3.900846e-10,1.971958e-06,5.577539e-06,3679.368
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,12,6,3.900846e-10,1.971958e-06,5.577539e-06,3754.449
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,exact,,16,6,3.900846e-10,1.971958e-06,5.577539e-06,3912.375
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,1,6,3.900803e-10,1.971958e-06,5.577539e-06,7093.769
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,2,6,3.900803e-10,1.971958e-06,5.577539e-06,4447.049
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,4,6,3.900803e-10,1.971958e-06,5.577539e-06,3540.906
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,6,6,3.900803e-10,1.971958e-06,5.577539e-06,3347.73
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,8,6,3.900803e-10,1.971958e-06,5.577539e-06,3627.763
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,12,6,3.900803e-10,1.971958e-06,5.577539e-06,3723.659
omp,3,double,mg,sine,383,1e-09,150,10,v,3,1.25,sor,,16,6,3.900803e-10,1.971958e-06,5.577539e-06,3913.085
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,1,3,5.715296e-10,1.972025e-06,5.57773e-06,4092.309
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,2,3,5.715296e-10,1.972025e-06,5.57773e-06,2624.324
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,4,3,5.715296e-10,1.972025e-06,5.57773e-06,2069.133
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,6,3,5.715296e-10,1.972025e-06,5.57773e-06,1992.252
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,8,3,5.715296e-10,1.972025e-06,5.57773e-06,2066.481
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,12,3,5.715296e-10,1.972025e-06,5.57773e-06,2150.65
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,exact,,16,3,5.715296e-10,1.972025e-06,5.57773e-06,2233.261
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,sor,,1,3,5.715293e-10,1.972025e-06,5.57773e-06,4108.124
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,sor,,2,3,5.715293e-10,1.972025e-06,5.57773e-06,2612.091
omp,3,double,mg,sine,383,1e-09,150,10,w,3,1.25,sor,,4,3,5.715293e-10,1.972025e-06,5.57773e-06,2087.073
